timestamp,heart_rate
2023-09-11 10:34:49+02:00,
2023-09-11 10:34:49+02:00,
2023-09-11 10:34:49+02:00,
2023-09-11 10:34:49+02:00,
2023-09-11 10:34:49+02:00,
2023-09-11 10:34:49+02:00,80.0
2023-09-11 10:34:50+02:00,82.0
2023-09-11 10:34:51+02:00,82.0
2023-09-11 10:34:52+02:00,
2023-09-11 10:34:52+02:00,82.0
2023-09-11 10:34:53+02:00,82.0
2023-09-11 10:34:54+02:00,82.0
2023-09-11 10:34:55+02:00,
2023-09-11 10:34:55+02:00,82.0
2023-09-11 10:34:56+02:00,83.0
2023-09-11 10:34:57+02:00,84.0
2023-09-11 10:34:58+02:00,85.0
2023-09-11 10:34:59+02:00,85.0
2023-09-11 10:35:00+02:00,86.0
2023-09-11 10:35:01+02:00,85.0
2023-09-11 10:35:02+02:00,85.0
2023-09-11 10:35:03+02:00,84.0
2023-09-11 10:35:04+02:00,84.0
2023-09-11 10:35:05+02:00,85.0
2023-09-11 10:35:06+02:00,83.0
2023-09-11 10:35:07+02:00,83.0
2023-09-11 10:35:08+02:00,82.0
2023-09-11 10:35:09+02:00,82.0
2023-09-11 10:35:10+02:00,82.0
2023-09-11 10:35:11+02:00,82.0
2023-09-11 10:35:12+02:00,82.0
2023-09-11 10:35:13+02:00,82.0
2023-09-11 10:35:14+02:00,80.0
2023-09-11 10:35:15+02:00,82.0
2023-09-11 10:35:16+02:00,82.0
2023-09-11 10:35:17+02:00,82.0
2023-09-11 10:35:18+02:00,82.0
2023-09-11 10:35:19+02:00,83.0
2023-09-11 10:35:20+02:00,83.0
2023-09-11 10:35:21+02:00,84.0
2023-09-11 10:35:22+02:00,83.0
2023-09-11 10:35:23+02:00,84.0
2023-09-11 10:35:24+02:00,83.0
2023-09-11 10:35:25+02:00,83.0
2023-09-11 10:35:26+02:00,83.0
2023-09-11 10:35:27+02:00,84.0
2023-09-11 10:35:28+02:00,85.0
2023-09-11 10:35:29+02:00,87.0
2023-09-11 10:35:30+02:00,89.0
2023-09-11 10:35:31+02:00,91.0
2023-09-11 10:35:32+02:00,92.0
2023-09-11 10:35:33+02:00,92.0
2023-09-11 10:35:34+02:00,93.0
2023-09-11 10:35:35+02:00,93.0
2023-09-11 10:35:36+02:00,94.0
2023-09-11 10:35:37+02:00,93.0
2023-09-11 10:35:38+02:00,93.0
2023-09-11 10:35:39+02:00,93.0
2023-09-11 10:35:40+02:00,93.0
2023-09-11 10:35:41+02:00,93.0
2023-09-11 10:35:42+02:00,93.0
2023-09-11 10:35:43+02:00,93.0
2023-09-11 10:35:44+02:00,93.0
2023-09-11 10:35:45+02:00,92.0
2023-09-11 10:35:46+02:00,91.0
2023-09-11 10:35:47+02:00,89.0
2023-09-11 10:35:48+02:00,88.0
2023-09-11 10:35:49+02:00,87.0
2023-09-11 10:35:50+02:00,86.0
2023-09-11 10:35:51+02:00,86.0
2023-09-11 10:35:52+02:00,86.0
2023-09-11 10:35:53+02:00,86.0
2023-09-11 10:35:54+02:00,86.0
2023-09-11 10:35:55+02:00,86.0
2023-09-11 10:35:56+02:00,85.0
2023-09-11 10:35:57+02:00,85.0
2023-09-11 10:35:58+02:00,84.0
2023-09-11 10:35:59+02:00,83.0
2023-09-11 10:36:00+02:00,82.0
2023-09-11 10:36:01+02:00,80.0
2023-09-11 10:36:02+02:00,79.0
2023-09-11 10:36:03+02:00,78.0
2023-09-11 10:36:04+02:00,77.0
2023-09-11 10:36:05+02:00,77.0
2023-09-11 10:36:06+02:00,77.0
2023-09-11 10:36:07+02:00,77.0
2023-09-11 10:36:08+02:00,78.0
2023-09-11 10:36:09+02:00,78.0
2023-09-11 10:36:10+02:00,78.0
2023-09-11 10:36:11+02:00,77.0
2023-09-11 10:36:12+02:00,77.0
2023-09-11 10:36:13+02:00,77.0
2023-09-11 10:36:14+02:00,77.0
2023-09-11 10:36:15+02:00,78.0
2023-09-11 10:36:16+02:00,79.0
2023-09-11 10:36:17+02:00,80.0
2023-09-11 10:36:18+02:00,81.0
2023-09-11 10:36:19+02:00,80.0
2023-09-11 10:36:20+02:00,81.0
2023-09-11 10:36:21+02:00,81.0
2023-09-11 10:36:22+02:00,80.0
2023-09-11 10:36:23+02:00,80.0
2023-09-11 10:36:24+02:00,79.0
2023-09-11 10:36:25+02:00,78.0
2023-09-11 10:36:26+02:00,78.0
2023-09-11 10:36:27+02:00,78.0
2023-09-11 10:36:28+02:00,78.0
2023-09-11 10:36:29+02:00,78.0
2023-09-11 10:36:30+02:00,78.0
2023-09-11 10:36:31+02:00,77.0
2023-09-11 10:36:32+02:00,77.0
2023-09-11 10:36:33+02:00,77.0
2023-09-11 10:36:34+02:00,77.0
2023-09-11 10:36:35+02:00,77.0
2023-09-11 10:36:36+02:00,77.0
2023-09-11 10:36:37+02:00,78.0
2023-09-11 10:36:38+02:00,78.0
2023-09-11 10:36:39+02:00,78.0
2023-09-11 10:36:40+02:00,78.0
2023-09-11 10:36:41+02:00,78.0
2023-09-11 10:36:42+02:00,77.0
2023-09-11 10:36:43+02:00,75.0
2023-09-11 10:36:44+02:00,74.0
2023-09-11 10:36:45+02:00,74.0
2023-09-11 10:36:46+02:00,75.0
2023-09-11 10:36:47+02:00,76.0
2023-09-11 10:36:48+02:00,79.0
2023-09-11 10:36:49+02:00,81.0
2023-09-11 10:36:50+02:00,82.0
2023-09-11 10:36:51+02:00,82.0
