timestamp,heart_rate
2024-07-09 06:38:56+02:00,
2024-07-09 06:38:56+02:00,
2024-07-09 06:38:56+02:00,
2024-07-09 06:38:56+02:00,
2024-07-09 06:38:56+02:00,59.0
2024-07-09 06:38:57+02:00,62.0
2024-07-09 06:38:58+02:00,62.0
2024-07-09 06:38:59+02:00,62.0
2024-07-09 06:39:00+02:00,62.0
2024-07-09 06:39:01+02:00,59.0
2024-07-09 06:39:02+02:00,62.0
2024-07-09 06:39:03+02:00,60.0
2024-07-09 06:39:04+02:00,62.0
2024-07-09 06:39:05+02:00,61.0
2024-07-09 06:39:06+02:00,62.0
2024-07-09 06:39:07+02:00,60.0
2024-07-09 06:39:08+02:00,62.0
2024-07-09 06:39:09+02:00,62.0
2024-07-09 06:39:10+02:00,63.0
2024-07-09 06:39:11+02:00,62.0
2024-07-09 06:39:12+02:00,61.0
2024-07-09 06:39:13+02:00,61.0
2024-07-09 06:39:14+02:00,61.0
2024-07-09 06:39:15+02:00,60.0
2024-07-09 06:39:16+02:00,61.0
2024-07-09 06:39:17+02:00,61.0
2024-07-09 06:39:18+02:00,61.0
2024-07-09 06:39:19+02:00,62.0
2024-07-09 06:39:20+02:00,61.0
2024-07-09 06:39:21+02:00,61.0
2024-07-09 06:39:22+02:00,61.0
2024-07-09 06:39:23+02:00,61.0
2024-07-09 06:39:24+02:00,60.0
2024-07-09 06:39:25+02:00,61.0
2024-07-09 06:39:26+02:00,61.0
2024-07-09 06:39:27+02:00,61.0
2024-07-09 06:39:28+02:00,62.0
2024-07-09 06:39:29+02:00,63.0
2024-07-09 06:39:30+02:00,63.0
2024-07-09 06:39:31+02:00,66.0
2024-07-09 06:39:32+02:00,69.0
2024-07-09 06:39:33+02:00,71.0
2024-07-09 06:39:34+02:00,76.0
2024-07-09 06:39:35+02:00,81.0
2024-07-09 06:39:36+02:00,83.0
2024-07-09 06:39:37+02:00,91.0
2024-07-09 06:39:38+02:00,95.0
2024-07-09 06:39:39+02:00,98.0
2024-07-09 06:39:40+02:00,101.0
2024-07-09 06:39:41+02:00,105.0
2024-07-09 06:39:42+02:00,109.0
2024-07-09 06:39:43+02:00,110.0
2024-07-09 06:39:44+02:00,111.0
2024-07-09 06:39:45+02:00,111.0
2024-07-09 06:39:46+02:00,112.0
2024-07-09 06:39:47+02:00,112.0
2024-07-09 06:39:48+02:00,113.0
2024-07-09 06:39:49+02:00,113.0
2024-07-09 06:39:50+02:00,113.0
2024-07-09 06:39:51+02:00,113.0
2024-07-09 06:39:52+02:00,114.0
2024-07-09 06:39:53+02:00,114.0
2024-07-09 06:39:54+02:00,114.0
2024-07-09 06:39:55+02:00,114.0
2024-07-09 06:39:56+02:00,114.0
2024-07-09 06:39:57+02:00,114.0
2024-07-09 06:39:58+02:00,115.0
2024-07-09 06:39:59+02:00,115.0
2024-07-09 06:40:00+02:00,115.0
2024-07-09 06:40:01+02:00,115.0
2024-07-09 06:40:02+02:00,115.0
2024-07-09 06:40:03+02:00,116.0
2024-07-09 06:40:04+02:00,116.0
2024-07-09 06:40:05+02:00,116.0
2024-07-09 06:40:06+02:00,117.0
2024-07-09 06:40:07+02:00,117.0
2024-07-09 06:40:08+02:00,118.0
2024-07-09 06:40:09+02:00,118.0
2024-07-09 06:40:10+02:00,118.0
2024-07-09 06:40:11+02:00,118.0
2024-07-09 06:40:12+02:00,118.0
2024-07-09 06:40:13+02:00,118.0
2024-07-09 06:40:14+02:00,118.0
2024-07-09 06:40:15+02:00,118.0
2024-07-09 06:40:16+02:00,118.0
2024-07-09 06:40:17+02:00,118.0
2024-07-09 06:40:18+02:00,118.0
2024-07-09 06:40:19+02:00,118.0
2024-07-09 06:40:20+02:00,118.0
2024-07-09 06:40:21+02:00,119.0
2024-07-09 06:40:22+02:00,119.0
2024-07-09 06:40:23+02:00,119.0
2024-07-09 06:40:24+02:00,119.0
2024-07-09 06:40:25+02:00,119.0
2024-07-09 06:40:26+02:00,119.0
2024-07-09 06:40:27+02:00,119.0
2024-07-09 06:40:28+02:00,119.0
2024-07-09 06:40:29+02:00,119.0
2024-07-09 06:40:30+02:00,119.0
2024-07-09 06:40:31+02:00,119.0
2024-07-09 06:40:32+02:00,120.0
2024-07-09 06:40:33+02:00,120.0
2024-07-09 06:40:34+02:00,120.0
2024-07-09 06:40:35+02:00,121.0
2024-07-09 06:40:36+02:00,121.0
2024-07-09 06:40:37+02:00,121.0
2024-07-09 06:40:38+02:00,122.0
2024-07-09 06:40:39+02:00,121.0
2024-07-09 06:40:40+02:00,121.0
2024-07-09 06:40:41+02:00,121.0
2024-07-09 06:40:42+02:00,121.0
2024-07-09 06:40:43+02:00,121.0
2024-07-09 06:40:44+02:00,120.0
2024-07-09 06:40:45+02:00,120.0
2024-07-09 06:40:46+02:00,120.0
2024-07-09 06:40:47+02:00,120.0
2024-07-09 06:40:48+02:00,120.0
2024-07-09 06:40:49+02:00,120.0
2024-07-09 06:40:50+02:00,119.0
2024-07-09 06:40:51+02:00,118.0
2024-07-09 06:40:52+02:00,118.0
2024-07-09 06:40:53+02:00,118.0
2024-07-09 06:40:54+02:00,119.0
2024-07-09 06:40:55+02:00,119.0
2024-07-09 06:40:56+02:00,119.0
2024-07-09 06:40:57+02:00,118.0
2024-07-09 06:40:58+02:00,118.0
2024-07-09 06:40:59+02:00,117.0
2024-07-09 06:41:00+02:00,119.0
2024-07-09 06:41:01+02:00,119.0
2024-07-09 06:41:02+02:00,119.0
2024-07-09 06:41:03+02:00,120.0
2024-07-09 06:41:04+02:00,120.0
2024-07-09 06:41:05+02:00,121.0
2024-07-09 06:41:06+02:00,121.0
2024-07-09 06:41:07+02:00,122.0
2024-07-09 06:41:08+02:00,123.0
2024-07-09 06:41:09+02:00,124.0
